source_row,username,name,ig_handle,ig_url,original_category,original_industry,original_message_cleaned,message_english,age,years_of_experience_skills,skills_detailed,skill_category,source_skill_field,source_experience_field,scraped_at
19,alghootz,hello my name is syafi,@alghootz,https://www.instagram.com/alghootz/,Designer,Desain & Kreatif,"hello my name is syafi, i just graduated on 2025, i do graphic design mostly on food and beverage for 4 years, but i do like things outside my bubble, you cand find anything interesting at my profile, i also do music producing for the last 2 years that i posted at bandcamp!, and i also work with my","hello my name is syafi, i just graduated on 2025, i do graphic design mostly on food and beverage for 4 years, but i do like things outside my bubble, you cand find anything interesting at my profile, i also do music producing for the last 2 years that i posted at bandcamp!, and i also work with my",Not mentioned,4+ years,"graphic design, music","Creative & Design, Voice / Audio",Tidak terdeteksi,4+ tahun,46190.43708004629
419,rrivalabadi,rrivalabadi rrivalabadi Hi,@rrivalabadi,https://www.instagram.com/rrivalabadi/,Lainnya,Teknologi,"Hi, I'm Fazar, a Microsoft Power Platform Specialist from Indonesia. I help companies build Power Apps, automate workflows, and create Power BI dashboards to improve business performance.","Hi, I'm Fazar, a Microsoft Power Platform Specialist from Indonesia. I help companies build Power Apps, automate workflows, and create Power BI dashboards to improve business performance.",Not mentioned,Not mentioned,power bi,Data & Analytics,Tidak terdeteksi,Tidak disebutkan,46190.438287488425
493,r.putra.wi,Rahmat here,@r.putra.wi,https://www.instagram.com/r.putra.wi/,Lainnya,Teknologi,"Rahmat here, with 6+ years of experience, I excel at turning complex business problems into scalable, high-performance digital solutions. Whether you need to build a secure app from scratch or scale an existing platform, I bridge the gap between business strategy and robust technical execution. Let’","Rahmat here, with 6+ years of experience, I excel at turning complex business problems into scalable, high-performance digital solutions. Whether you need to build a secure app from scratch or scale an existing platform, I bridge the gap between business strategy and robust technical execution. Let’",Not mentioned,6+ years,excel,Data & Analytics,Tidak terdeteksi,6+ tahun,46190.438287523146
631,vinalamsyah,vinalamsyah,@vinalamsyah,https://www.instagram.com/vinalamsyah/,Lainnya,Lainnya,Hi! I’m Alvin. I have 7+ years of experience as a Data Analyst. Do you wanna have a 360 view of your business? Do you have tons of data but difficult to take action from it? I have helped various businesses bridge their daily data into stakeholder decisions. DM me and we can,Hi! I’m Alvin. I have 7+ years of experience as a Data Analyst. Do you wanna have a 360 view of your business? Do you have tons of data but difficult to take action from it? I have helped various businesses bridge their daily data into stakeholder decisions. DM me and we can,Not mentioned,7+ years,data analyst,Data & Analytics,Tidak terdeteksi,7+ tahun,46190.43828760416
624,hadooyy.csv,hadooyy.csv hadooyy.csv Hi,@hadooyy.csv,https://www.instagram.com/hadooyy.csv/,Developer,Teknologi,"Hi, I'm Hadi. I’m a Software Engineering student with 5 years of experience breaking and building software. Right now, I'm mastering LLMs from scratch, Data Science, and Cybersecurity. I’ve shipped several production-ready projects over the years, if you want to see them in a","Hi, I'm Hadi. I’m a Software Engineering student with 5 years of experience breaking and building software. Right now, I'm mastering LLMs from scratch, Data Science, and Cybersecurity. I’ve shipped several production-ready projects over the years, if you want to see them in a",Not mentioned,5 years,"data science, engineering","Data & Analytics, Engineering",Tidak terdeteksi,5+ tahun,46190.438287592595
496,jo.shinray,Hi! I'm Jonathan,@jo.shinray,https://www.instagram.com/jo.shinray/,Developer,Lainnya,"Hi! I'm Jonathan, a trilingual data professional with over 3 years of experience in data engineering, data management, data science, and data analytics. Experienced in leading and supporting complex data transformation initiatives also great at analyzing fraud pattern. Certified as an Oracle Cloud C","Hi! I'm Jonathan, a trilingual data professional with over 3 years of experience in data engineering, data management, data science, and data analytics. Experienced in leading and supporting complex data transformation initiatives also great at analyzing fraud pattern. Certified as an Oracle Cloud C",Not mentioned,3 years,"data science, engineering, management","Data & Analytics, Engineering, Project / Operations",Tidak terdeteksi,3+ tahun,46190.438287523146
376,rinaldosteven,rinaldosteven,@rinaldosteven,https://www.instagram.com/rinaldosteven/,Agency,Lainnya,"Data is the new ""oil"" in this era. Just like oil, gather, extract, process, use. Hi, I'm Rinaldo. A middle backend engineer, currently focusing to data as well, inclined to Data Science and/or Data Engineer. I learn fast and adapt well. Let's connect.","Data is the new ""oil"" in this era. Just like oil, gather, extract, process, use. Hi, I'm Rinaldo. A middle backend engineer, currently focusing to data as well, inclined to Data Science and/or Data Engineer. I learn fast and adapt well. Let's connect.",Not mentioned,Not mentioned,"data science, engineer, backend","Data & Analytics, Engineering, Technology & Engineering",Tidak terdeteksi,Tidak disebutkan,46190.43828746528
354,rizkywibowok,rizkywibowok,@rizkywibowok,https://www.instagram.com/rizkywibowok/,Agency,Lainnya,"Indonesia is full of undiscovered talent bridging business logic and data science. 🇮🇩 I’m Rizky, a Data Analyst. My journey started with a Business Management degree, leveled up through an intensive Data Science bootcamp at @dibimbing.id, and was put to the test during a","Indonesia is full of undiscovered talent bridging business logic and data science. 🇮🇩 I’m Rizky, a Data Analyst. My journey started with a Business Management degree, leveled up through an intensive Data Science bootcamp at @dibimbing.id, and was put to the test during a",Not mentioned,Not mentioned,"data analyst, data science, management","Data & Analytics, Project / Operations",Tidak terdeteksi,Tidak disebutkan,46190.438287453704
344,arya_marhaban,arya_marhaban arya_marhaban Hi,@arya_marhaban,https://www.instagram.com/arya_marhaban/,Lainnya,Lainnya,"Hi, I'm a research assistant from Indonesia with 3 years of experience helping students and researchers with data analysis, thesis writing, journal formatting, literature reviews, and reference management. Prices start from $10 depending on the project. Feel free to conta","Hi, I'm a research assistant from Indonesia with 3 years of experience helping students and researchers with data analysis, thesis writing, journal formatting, literature reviews, and reference management. Prices start from $10 depending on the project. Feel free to conta",Not mentioned,3 years,"data analysis, management, research, writing","Data & Analytics, Project / Operations, Research & Academia, Writing & Content",Tidak terdeteksi,3+ tahun,46190.43823363426
413,kabitadau,Information Systems Designer,@kabitadau,https://www.instagram.com/kabitadau/,Freelancer,Teknologi,"Information Systems Designer | M&E Specialist | Research Analyst 15+ years of experience in: ✔ Information System Design & Development ✔ Research, Monitoring & Evaluation (M&E) ✔ SOP & Business Process Development ✔ Qualitative & Quantitative Data Analysis ✔ IEC (Information, Education, and Communic","Information Systems Designer | M&E Specialist | Research Analyst 15+ years of experience in: ✔ Information System Design & Development ✔ Research, Monitoring & Evaluation (M&E) ✔ SOP & Business Process Development ✔ Qualitative & Quantitative Data Analysis ✔ IEC (Information, Education, and Communic",Not mentioned,15+ years,"data analysis, research","Data & Analytics, Research & Academia",Tidak terdeteksi,15+ tahun,46190.438287488425
602,its.ndfebbbb,its.ndfebbbb its.ndfebbbb Hello,@its.ndfebbbb,https://www.instagram.com/its.ndfebbbb/,Developer,Lainnya,"Hello, world! I'm Febrio, a professional Data Analyst, Dashboard Developer, and Data Pipeline Automator. I'm used to turning messy data into insights in the form of aesthetic executive dashboards. You can check out ny LinkedIn profile ""Norman Dwi Febrio"" and my fastwork pro","Hello, world! I'm Febrio, a professional Data Analyst, Dashboard Developer, and Data Pipeline Automator. I'm used to turning messy data into insights in the form of aesthetic executive dashboards. You can check out ny LinkedIn profile ""Norman Dwi Febrio"" and my fastwork pro",Not mentioned,Not mentioned,"data analyst, developer","Data & Analytics, Technology & Engineering",Tidak terdeteksi,Tidak disebutkan,46190.43828758102
643,twinkies_62,twinkies_62 twinkies_62 Hi there!,@twinkies_62,https://www.instagram.com/twinkies_62/,Lainnya,Teknologi,"Hi there! My name is Catur Dharma Wijaya, experienced tour guide and driver based in South Kalimantan. With years of navigating this beautiful region, I specialize in taking travelers deep into the heart of South Kalimantan’s breathtaking nature. From stunning mountain ranges","Hi there! My name is Catur Dharma Wijaya, experienced tour guide and driver based in South Kalimantan. With years of navigating this beautiful region, I specialize in taking travelers deep into the heart of South Kalimantan’s breathtaking nature. From stunning mountain ranges",Not mentioned,Not mentioned,driver,Driving / Field Work,Tidak terdeteksi,Tidak disebutkan,46190.43828760416
62,pmherlambang,pmherlambang pmherlambang Hi,@pmherlambang,https://www.instagram.com/pmherlambang/,Lainnya,Teknologi,"Hi, I am a healthcare and biomedical informatics practitioner with 14 years of journey in the field. My background offers a unique dual perspective: 8 years of hands-on clinical experience in healthcare facilities, combined with 6 years as a university lecturer. ​Over the y","Hi, I am a healthcare and biomedical informatics practitioner with 14 years of journey in the field. My background offers a unique dual perspective: 8 years of hands-on clinical experience in healthcare facilities, combined with 6 years as a university lecturer. ​Over the y",Not mentioned,6 years,lecturer,Education & Training,Tidak terdeteksi,14+ tahun,46190.43722155093
388,kuruyfckngod,kuruyfckngod kuruyfckngod Well hello,@kuruyfckngod,https://www.instagram.com/kuruyfckngod/,Agency,Pendidikan,"Well hello, people. I am Zen, a math teacher with 4 years of teaching experience. I am specialised to teach international curriculum such as IB and Cambridge. I do online tutoring, part-time teaching, and full-time teaching. MORE IMPORTANTLY, I AM OPEN TO WORK! see you peop","Well hello, people. I am Zen, a math teacher with 4 years of teaching experience. I am specialised to teach international curriculum such as IB and Cambridge. I do online tutoring, part-time teaching, and full-time teaching. MORE IMPORTANTLY, I AM OPEN TO WORK! see you peop",Not mentioned,4+ years,"teaching, teacher",Education & Training,Tidak terdeteksi,4+ tahun,46190.43828747685
185,marshandaniza_,marshandaniza_ marshandaniza_ Hi,@marshandaniza_,https://www.instagram.com/marshandaniza_/,Freelancer,Teknologi,"Hi, my name is Yulianniza Marshanda (Niza). I hold a Bachelor’s degree in English Education and have more than three years of experience teaching English and Bahasa Indonesia to students of various age groups. I am open to opportunities as an English Teacher, BIPA (Baha","Hi, my name is Yulianniza Marshanda (Niza). I hold a Bachelor’s degree in English Education and have more than three years of experience teaching English and Bahasa Indonesia to students of various age groups. I am open to opportunities as an English Teacher, BIPA (Baha",Not mentioned,3 years,"teaching, teacher, english, open to opportunities as an English Teacher","Education & Training, Language / Translation",Tidak terdeteksi,Tidak disebutkan,46190.4378005787
206,munfaa_,Hi,@munfaa_,https://www.instagram.com/munfaa_/,Lainnya,Lainnya,"Hi, I am Dhi. As an English teacher, my mission goes beyond grammar and speaking. I specialize in creating joyful and meaningful learning experiences that spark curiosity. With more than 5 years of experience in classroom innovation, I don’t just teach English, I empower students to find their own v","Hi, I am Dhi. As an English teacher, my mission goes beyond grammar and speaking. I specialize in creating joyful and meaningful learning experiences that spark curiosity. With more than 5 years of experience in classroom innovation, I don’t just teach English, I empower students to find their own v",Not mentioned,5 years,"teacher, english","Education & Training, Language / Translation",Tidak terdeteksi,5+ tahun,46190.43787226852
572,di.mosque,With advanced level in English and Arabic,@di.mosque,https://www.instagram.com/di.mosque/,Lainnya,Lainnya,"With advanced level in English and Arabic, 3+ years teaching all age-group experience; Hi, Dimas here! I'm specialized in international standardized exam preparation & training. If you plan to study or work abroad, but have no clue where to start, feel free to contact me! Let's turn the dream into r","With advanced level in English and Arabic, 3+ years teaching all age-group experience; Hi, Dimas here! I'm specialized in international standardized exam preparation & training. If you plan to study or work abroad, but have no clue where to start, feel free to contact me! Let's turn the dream into r",Not mentioned,3+ years,"teaching, english","Education & Training, Language / Translation",Tidak terdeteksi,3+ tahun,46190.43828756944
601,rivanghifary,rivanghifary rivanghifary Hi im Rivan,@rivanghifary,https://www.instagram.com/rivanghifary/,Lainnya,Teknologi,"Hi im Rivan,i have experience about teaching kids for basic English with happy enviroment you can hire me directly in DM 🙌","Hi im Rivan,i have experience about teaching kids for basic English with happy enviroment you can hire me directly in DM 🙌",Not mentioned,Not mentioned,"teaching, english","Education & Training, Language / Translation",Tidak terdeteksi,Tidak disebutkan,46190.43828758102
590,kevinkidbeat,kevinkidbeat kevinkidbeat Hi,@kevinkidbeat,https://www.instagram.com/kevinkidbeat/,Startup,Lainnya,"Hi, I'm Kevin. I'm a choreographer dancer and dance instructor with 10+ years of experience. I can help with concepting for commercials music videos and also helping with content creating and teaching","Hi, I'm Kevin. I'm a choreographer dancer and dance instructor with 10+ years of experience. I can help with concepting for commercials music videos and also helping with content creating and teaching",Not mentioned,10+ years,"teaching, dancer, music, dance","Education & Training, Talent / Performing Arts, Voice / Audio",Tidak terdeteksi,10+ tahun,46190.43828758102
499,coen.rad,hi,@coen.rad,https://www.instagram.com/coen.rad/,Designer,Teknologi,"hi, Astrid here. I can help you build curriculums & learning materials, specifically about tech, coding and AI. With my CS major (gpa 3.9/4.0) as a background and 7 years of teaching & mentoring experiences, I have had opportunities to collaborate with a remote team and serve as the lead curriculum","hi, Astrid here. I can help you build curriculums & learning materials, specifically about tech, coding and AI. With my CS major (gpa 3.9/4.0) as a background and 7 years of teaching & mentoring experiences, I have had opportunities to collaborate with a remote team and serve as the lead curriculum",Not mentioned,7+ years,"teaching, coding, ai","Education & Training, Technology & Engineering, AI / Data Science",Tidak terdeteksi,7+ tahun,46190.438287523146
17,revisi_final.psd,revisi_final.psd,@revisi_final.psd,https://www.instagram.com/revisi_final.psd/,Designer,Teknologi,Hello from Indonesia. I'm not the smartest engineer. Not the best designer. Not the best filmmaker. Not the best entrepreneur. But I've spent years sitting between all of them. Learning how ideas become systems. How systems become products. How products become exper,Hello from Indonesia. I'm not the smartest engineer. Not the best designer. Not the best filmmaker. Not the best entrepreneur. But I've spent years sitting between all of them. Learning how ideas become systems. How systems become products. How products become exper,Not mentioned,Not mentioned,"engineer, not the smartest engineer",Engineering,Tidak terdeteksi,Tidak disebutkan,46190.43708003472
56,dhanzz0000,hello everyone,@dhanzz0000,https://www.instagram.com/dhanzz0000/,Developer,Lainnya,"hello everyone, i'm Dhaniyal El. I'm a mechanical engineering student. I can operate industrial machines and can also use CAD programs, especially Autodesk Inventor. I'm currently in school and in 12th grade. I'm preparing myself for work and I'm committed to continuing my studies. If my skills are","hello everyone, i'm Dhaniyal El. I'm a mechanical engineering student. I can operate industrial machines and can also use CAD programs, especially Autodesk Inventor. I'm currently in school and in 12th grade. I'm preparing myself for work and I'm committed to continuing my studies. If my skills are",Not mentioned,12+ years,"engineering, mechanical",Engineering,Tidak terdeteksi,12+ tahun,46190.4372005324
70,exo72s,Hi,@exo72s,https://www.instagram.com/exo72s/,Developer,Teknologi,"Hi, my name is Iqbal. I work in electrical engineering and own an online game store that features popular games (Roblox & PUBG Mobile). However, I'm more focused on electrical engineering because I enjoy that skill. If you're interested or looking for an electrical engineer, you can message me direc","Hi, my name is Iqbal. I work in electrical engineering and own an online game store that features popular games (Roblox & PUBG Mobile). However, I'm more focused on electrical engineering because I enjoy that skill. If you're interested or looking for an electrical engineer, you can message me direc",Not mentioned,Not mentioned,"engineering, electrical, engineer",Engineering,Tidak terdeteksi,Tidak disebutkan,46190.4372215625
111,fathiaaaa_,fathiaaaa_,@fathiaaaa_,https://www.instagram.com/fathiaaaa_/,Developer,Teknologi,"Master’s-qualified Civil Engineer with 10 years of experience in construction, infrastructure, and building projects. Certified as a Young Building Engineering Expert and Junior Construction Safety Expert, with expertise in project planning, construction supervision, quality control, and safety mana","Master’s-qualified Civil Engineer with 10 years of experience in construction, infrastructure, and building projects. Certified as a Young Building Engineering Expert and Junior Construction Safety Expert, with expertise in project planning, construction supervision, quality control, and safety mana",Not mentioned,10 years,"civil engineer, engineering, engineer",Engineering,Tidak terdeteksi,10+ tahun,46190.437468564814
141,m.syaddin,🇮🇩 Hi! I'm a Blue Team Engineer from Indonesia.,@m.syaddin,https://www.instagram.com/m.syaddin/,Agency,Lainnya,"🇮🇩 Hi! I'm a Blue Team Engineer from Indonesia. I help businesses secure their infrastructure, identify vulnerabilities, and strengthen their cyber defenses before threats become incidents. ✨ Expertise: • Network Security & Infrastructure Hardening • Firewall Deployment & Security Optimization • V","🇮🇩 Hi! I'm a Blue Team Engineer from Indonesia. I help businesses secure their infrastructure, identify vulnerabilities, and strengthen their cyber defenses before threats become incidents. ✨ Expertise: • Network Security & Infrastructure Hardening • Firewall Deployment & Security Optimization • V",Not mentioned,Not mentioned,"engineer, Blue Team Engineer",Engineering,Tidak terdeteksi,Tidak disebutkan,46190.43763201389
179,nejacahyaniiii,nejacahyaniiii nejacahyaniiii Hello,@nejacahyaniiii,https://www.instagram.com/nejacahyaniiii/,Agency,Teknologi,"Hello, my name is Neja. I'm a 23-year-old geological engineering graduate. As a fresh graduate, I have quite a bit of experience, including working as a lab assistant and interning at a coal company. I am very interested in exploration I am quite proficient in using Arc","Hello, my name is Neja. I'm a 23-year-old geological engineering graduate. As a fresh graduate, I have quite a bit of experience, including working as a lab assistant and interning at a coal company. I am very interested in exploration I am quite proficient in using Arc",Not mentioned,Not mentioned,engineering,Engineering,Tidak terdeteksi,Tidak disebutkan,46190.43777902778
228,leo_s_the3rd,leo_s_the3rd leo_s_the3rd Hi,@leo_s_the3rd,https://www.instagram.com/leo_s_the3rd/,Developer,Teknologi,"Hi, my name is Galang, I am an electrical installation technician, part of Large F&B company in indonesia, In my 2 years of working, I learned a lot about machine work and repair. I can do wlding, electro to Medium to high current, all mechanical f&b machine troubleshooting","Hi, my name is Galang, I am an electrical installation technician, part of Large F&B company in indonesia, In my 2 years of working, I learned a lot about machine work and repair. I can do wlding, electro to Medium to high current, all mechanical f&b machine troubleshooting",Not mentioned,2+ years,"mechanical, electrical",Engineering,Tidak terdeteksi,2+ tahun,46190.4379778125
229,ssandy_29,Hi! I’m Sandyawan Agung Nugraha,@ssandy_29,https://www.instagram.com/ssandy_29/,Developer,Lainnya,"Hi! I’m Sandyawan Agung Nugraha, an Electrical Engineering undergraduate from Indonesia 🇮🇩 I’m passionate about robotics, embedded systems, control systems, and automation. Through ABU Robocon and other hands-on projects, I’m learning how to turn engineering ideas into real working systems. Always","Hi! I’m Sandyawan Agung Nugraha, an Electrical Engineering undergraduate from Indonesia 🇮🇩 I’m passionate about robotics, embedded systems, control systems, and automation. Through ABU Robocon and other hands-on projects, I’m learning how to turn engineering ideas into real working systems. Always",Not mentioned,Not mentioned,"engineering, electrical",Engineering,Tidak terdeteksi,Tidak disebutkan,46190.4379778125
247,akunprak,Hello my Name is Prakarsa,@akunprak,https://www.instagram.com/akunprak/,Developer,Teknologi,"Hello my Name is Prakarsa, you can call me Raka. I'm got a bachelor degree of Agricultural Engineering with a specialization in Agricultural Technology. I am and experienced in applicating Agricultural technology such as hydroponic, aeroponics","Hello my Name is Prakarsa, you can call me Raka. I'm got a bachelor degree of Agricultural Engineering with a specialization in Agricultural Technology. I am and experienced in applicating Agricultural technology such as hydroponic, aeroponics",Not mentioned,Not mentioned,engineering,Engineering,Tidak terdeteksi,Tidak disebutkan,46190.43805767361
248,herumodjo_,Hi,@herumodjo_,https://www.instagram.com/herumodjo_/,Agency,Lainnya,"Hi, my name is Heruaji. 🇮🇩🚀 I am a Site Reliability Engineering (SRE) Specialist with over 10 years of experience managing and optimizing monolithic and microservices-based architectures across both on-premises and cloud environments. I have extensive experience with OpenShift and Kubernetes, foc","Hi, my name is Heruaji. 🇮🇩🚀 I am a Site Reliability Engineering (SRE) Specialist with over 10 years of experience managing and optimizing monolithic and microservices-based architectures across both on-premises and cloud environments. I have extensive experience with OpenShift and Kubernetes, foc",Not mentioned,10 years,engineering,Engineering,Tidak terdeteksi,10+ tahun,46190.43805767361
324,fadhilrin14,fadhilrin14 fadhilrin14 Control Systems Engineer,@fadhilrin14,https://www.instagram.com/fadhilrin14/,Designer,Desain & Kreatif,"Control Systems Engineer | Industry 4.0 & Digitalization Specialist ​Passionate about advancing Industry 4.0, I offer 4 years of international experience designing and utilizing multi-vendor control systems (Siemens, Allen-Bradley, Mitsubishi, Schneider, Omron) and IoT platfo","Control Systems Engineer | Industry 4.0 & Digitalization Specialist ​Passionate about advancing Industry 4.0, I offer 4 years of international experience designing and utilizing multi-vendor control systems (Siemens, Allen-Bradley, Mitsubishi, Schneider, Omron) and IoT platfo",Not mentioned,4+ years,engineer,Engineering,Tidak terdeteksi,4+ tahun,46190.43817952546
358,constructa.co,constructa.co,@constructa.co,https://www.instagram.com/constructa.co/,Freelancer,Teknologi,"Hello network! 👋 My name is Syukran, a Civil Engineering graduate from Indonesia with 7 years of experience. As a dedicated Structural Engineer and BIM Modeler, I am currently open to freelance opportunities and remote collaborations globally. Whether you are planning a","Hello network! 👋 My name is Syukran, a Civil Engineering graduate from Indonesia with 7 years of experience. As a dedicated Structural Engineer and BIM Modeler, I am currently open to freelance opportunities and remote collaborations globally. Whether you are planning a",Not mentioned,7 years,"engineering, engineer, dedicated Structural Engineer",Engineering,Tidak terdeteksi,7+ tahun,46190.438287453704
423,susiantokd,Hello! I’m Dani,@susiantokd,https://www.instagram.com/susiantokd/,Agency,Desain & Kreatif,"Hello! I’m Dani, i’m a experienced Civil Road Engineer with 5 years experience. I’m expert at Road designing, cost estimation and project control. I really welcome if any of your project needs which can worked remotely, Here is my LinkedIn : https://www.linkedin.com/in/susianto-kumalandani-21380a204","Hello! I’m Dani, i’m a experienced Civil Road Engineer with 5 years experience. I’m expert at Road designing, cost estimation and project control. I really welcome if any of your project needs which can worked remotely, Here is my LinkedIn : https://www.linkedin.com/in/susianto-kumalandani-21380a204",Not mentioned,5 years,engineer,Engineering,Tidak terdeteksi,5+ tahun,46190.438287488425
449,dhan14.png,Hi,@dhan14.png,https://www.instagram.com/dhan14.png/,Agency,Teknologi,"Hi, Ariana Here 🙌🏽. I have experience in Infrastructure and System Engineer, hardening a vps, do some optimalize and maintenance server, extract a data from the database and many more. Feel free to hit the DM, available for project based or long term collaboration","Hi, Ariana Here 🙌🏽. I have experience in Infrastructure and System Engineer, hardening a vps, do some optimalize and maintenance server, extract a data from the database and many more. Feel free to hit the DM, available for project based or long term collaboration",Not mentioned,Not mentioned,engineer,Engineering,Tidak terdeteksi,Tidak disebutkan,46190.4382875
467,fauznchaniago,fauznchaniago fauznchaniago Hi,@fauznchaniago,https://www.instagram.com/fauznchaniago/,Developer,Teknologi,"Hi, I’m M. Fauzan Alfariz, a Control System & Instrumentation Engineer with 3 years of experience in industrial automation and oil & gas projects and then mining area. I have hands-on experience with Siemens PLC, Allen-Bradley PLC, Emerson Ovation DCS, SCADA systems, Inst","Hi, I’m M. Fauzan Alfariz, a Control System & Instrumentation Engineer with 3 years of experience in industrial automation and oil & gas projects and then mining area. I have hands-on experience with Siemens PLC, Allen-Bradley PLC, Emerson Ovation DCS, SCADA systems, Inst",Not mentioned,3 years,engineer,Engineering,Tidak terdeteksi,3+ tahun,46190.43828751158
476,shinofadil,Hi,@shinofadil,https://www.instagram.com/shinofadil/,Agency,Teknologi,"Hi, I’m an Auto-Electrician & High-Voltage Technician based in Indonesia with 8 years of experience. I specialize in heavy equipment electrical repairs and industrial power installations. For $150 per day, I can help your company troubleshoot complex electrical faults and ensure maximum machinery up","Hi, I’m an Auto-Electrician & High-Voltage Technician based in Indonesia with 8 years of experience. I specialize in heavy equipment electrical repairs and industrial power installations. For $150 per day, I can help your company troubleshoot complex electrical faults and ensure maximum machinery up",Not mentioned,8 years,electrical,Engineering,Tidak terdeteksi,8+ tahun,46190.43828751158
581,irgirifai_,Hello,@irgirifai_,https://www.instagram.com/irgirifai_/,Lainnya,Teknologi,"Hello, I'm Irgi, an LED Videotron Technician specializing in troubleshooting, repair, maintenance, and micro-soldering of electronic components. Experienced with both conventional soldering and hot air rework techniques, with a strong understanding of electrical systems, LED display modules, control","Hello, I'm Irgi, an LED Videotron Technician specializing in troubleshooting, repair, maintenance, and micro-soldering of electronic components. Experienced with both conventional soldering and hot air rework techniques, with a strong understanding of electrical systems, LED display modules, control",Not mentioned,Not mentioned,electrical,Engineering,Tidak terdeteksi,Tidak disebutkan,46190.43828756944
616,jarry_712,Hello,@jarry_712,https://www.instagram.com/jarry_712/,Agency,Lainnya,"Hello, I'm Agung Setyawan. Seasoned industrial electrician with 10 years of professional experience specializing in textile factory electrical systems. Expert in panel installation, PLC troubleshooting, and managing complex wiring or power distribution. A reliable team player dedicated to maintainin","Hello, I'm Agung Setyawan. Seasoned industrial electrician with 10 years of professional experience specializing in textile factory electrical systems. Expert in panel installation, PLC troubleshooting, and managing complex wiring or power distribution. A reliable team player dedicated to maintainin",Not mentioned,10+ years,electrical,Engineering,Tidak terdeteksi,10+ tahun,46190.438287592595
619,alkhowarifmi,alkhowarifmi alkhowarifmi Hi,@alkhowarifmi,https://www.instagram.com/alkhowarifmi/,Designer,Teknologi,"Hi, An ICT Engineer here and technology geek 💻📲! I have strong portofolio in design and integrate ICT Network Infrastructure for Building Services utility for 10 years 🏗️🏢. My project portofolio is diverse on various type of building wether it is commercial, landed reso","Hi, An ICT Engineer here and technology geek 💻📲! I have strong portofolio in design and integrate ICT Network Infrastructure for Building Services utility for 10 years 🏗️🏢. My project portofolio is diverse on various type of building wether it is commercial, landed reso",Not mentioned,10 years,engineer,Engineering,Tidak terdeteksi,10+ tahun,46190.438287592595
645,hareel.raihan,hareel.raihan hareel.raihan Hello,@hareel.raihan,https://www.instagram.com/hareel.raihan/,Lainnya,Konsultan,"Hello, my name is Raihan, Water Treatment and chemical consultant, 7+ Years Experiences in Water and Chemical Utility for Industries. Feel free to ask","Hello, my name is Raihan, Water Treatment and chemical consultant, 7+ Years Experiences in Water and Chemical Utility for Industries. Feel free to ask",Not mentioned,7+ years,chemical,Engineering,Tidak terdeteksi,7+ tahun,46190.43828760416
281,rakha_febryza,rakha_febryza rakha_febryza Hi! I'm Rakha,@rakha_febryza,https://www.instagram.com/rakha_febryza/,Developer,Teknologi,"Hi! I'm Rakha, a DevOps & AI Automation Engineer based in Indonesia. For $100, I can provide end-to-end infrastructure solutions: from provisioning your servers from scratch (VPS/Cloud) and implementing robust security hardening, to deploying custom AI automation workflow","Hi! I'm Rakha, a DevOps & AI Automation Engineer based in Indonesia. For $100, I can provide end-to-end infrastructure solutions: from provisioning your servers from scratch (VPS/Cloud) and implementing robust security hardening, to deploying custom AI automation workflow",Not mentioned,Not mentioned,"engineer, ai","Engineering, AI / Data Science",Tidak terdeteksi,Tidak disebutkan,46190.43810586805
507,aqilymn,Bismillah,@aqilymn,https://www.instagram.com/aqilymn/,Agency,Lainnya,"Bismillah, We had so much talented young people that wants to give their best to this Country, I have an interest in AI engineering, especially in making prompt to make AI generate better output, I'm open for collaboration to learn and develop skills together ✨🇮🇩","Bismillah, We had so much talented young people that wants to give their best to this Country, I have an interest in AI engineering, especially in making prompt to make AI generate better output, I'm open for collaboration to learn and develop skills together ✨🇮🇩",Not mentioned,Not mentioned,"engineering, ai","Engineering, AI / Data Science",Tidak terdeteksi,Tidak disebutkan,46190.43828753472
298,andrsrjld,andrsrjld,@andrsrjld,https://www.instagram.com/andrsrjld/,Developer,Lainnya,"I'm a DevSecOps Architect passionate about building scalable, secure, and automated infrastructure. By combining cloud engineering, security, and automation, I transform complex systems into reliable platforms that teams can trust. Every project is more than just servers and pipelines—it's about ena","I'm a DevSecOps Architect passionate about building scalable, secure, and automated infrastructure. By combining cloud engineering, security, and automation, I transform complex systems into reliable platforms that teams can trust. Every project is more than just servers and pipelines—it's about ena",Not mentioned,Not mentioned,"engineering, architect","Engineering, Architecture / Interior",Tidak terdeteksi,Tidak disebutkan,46190.4381302662
420,akbar.habibi,akbar.habibi akbar.habibi Hi! I’m Akbar 29,@akbar.habibi,https://www.instagram.com/akbar.habibi/,Developer,Teknologi,"Hi! I’m Akbar 29, experience as an civil engineer and interior supervisor since 2018, skillfull and have such a good things to approach worker to do and maximize their works. Having project that want to build? Feel free to DM if you’d like to discuss or colaborate with me.","Hi! I’m Akbar 29, experience as an civil engineer and interior supervisor since 2018, skillfull and have such a good things to approach worker to do and maximize their works. Having project that want to build? Feel free to DM if you’d like to discuss or colaborate with me.",Not mentioned,Not mentioned,"civil engineer, interior, engineer","Engineering, Architecture / Interior",Tidak terdeteksi,Tidak disebutkan,46190.438287488425
